,stars,body,date
1816,5.0,I think it is best for 14 to 20 year old..,26 December 2019
1817,3.0,Poor product,6 July 2019
1818,5.0,Amazing value for money product. In fact more value for money. Once tuned sound is decent,2 November 2016
1819,1.0,Guitar is good but accessories are not included in the parcel not even a single think like bag strings and other accessories are in the parcel only 🎸guitar nothing else,14 April 2019
1820,4.0,Colour or finishing is good but distance of frate board and string is large as compared to other guitar so it is nice for beginners,8 October 2019
1821,5.0,Very nice,2 October 2020
1822,5.0,Nice n Gud sound quality,30 October 2020
1823,2.0,Don't buy cheap guitars.,23 January 2022
1824,5.0,Very nice guitar,27 December 2019
1825,5.0,"For beginners, this guitar is awesome... Sound quality is not that much of great for begginers perspective view this is awesome.",2 November 2019
1826,5.0,A good instrument for beginners and a good quality product according to the price,1 September 2019
1827,5.0,Very nyz,30 August 2019
1828,5.0,Best gitaur for beginners.And sound quality also nice.,24 October 2020
1829,5.0,This is more then what I expected. This is the best deal. Guitar looks nice and also there are no problems with the sound or quality of the product. Loved it.,23 January 2019
1830,2.0,poor sound quality,9 October 2017
1831,5.0,Very nice,23 September 2020
1832,5.0,Good for beginners level.It's 18 fret.,5 October 2019
1833,4.0,this is a guitar which has a great quality but its for begginers....,20 July 2020
1834,4.0,Nice for practice,27 November 2019
1835,5.0,"It is very best guitar for beginners. I am 15 ,but according to my age my body size this guitar is fantastic. I love it.",29 May 2020
1836,4.0,Good for beginners. Overall👍,8 September 2020
1837,4.0,"Guitar is good for beginners just ho for it blindly, but dont trust amazon service they still sucks....",10 October 2020
1838,5.0,i am happy with this melodius guitar.so good,19 August 2017
1839,3.0,Good for beginners.,25 September 2020
1840,4.0,It's really awesome.....It's worth itIt's really look very nice and I really appreciate Amazon to give there loyal and good products as shown in Amazon website.👌👌,25 September 2017
1841,1.0,All scratches on guitar,28 April 2022
1842,5.0,Amazing product,11 May 2022
1843,5.0,Nice finishing.,14 December 2020
1844,4.0,This is best for beginners👍👍,7 July 2020
1845,1.0,No good,14 June 2019
1846,5.0,Prefect,24 February 2019
1847,5.0,Nice product for beginners must buy,10 July 2018
1848,4.0,Nice...,24 July 2020
1849,3.0,I had good experience with my guitar actually its a nice product for beginners who wants to learn guitar or for using practice purpose its sound goods easy to Carry any where,8 August 2017
1850,5.0,Excellent,1 April 2018
1851,4.0,"This is truly a deal breaker... Awesome product compared to its price. But the strings gets more tensed, when properly tuned,which may result in breaking. Overall it is perfect for a beginner!!",28 July 2018
1852,5.0,Very good product,7 September 2019
1853,4.0,Really nice guitar especially for novice,15 November 2017
1854,3.0,The buzz sound kills the mood.,10 October 2020
1855,1.0,I recieved damaged product.,6 December 2020
1856,5.0,I purchased this guitar in 2016 and I have been playing it until now.,29 September 2020
1857,4.0,It's nice for beginner,25 November 2020
1858,5.0,the product is so good,28 August 2019
1859,4.0,Really worth for money,26 October 2019
1860,5.0,Its good for begginers,27 March 2021
1861,5.0,Vvvvvvvvv good,7 March 2020
1862,5.0,Awesome guitar,7 October 2020
1863,3.0,"Black color gives it a fair look, sound is good, got this in good condition,packaging was good",22 January 2019
1864,3.0,Nice product,31 October 2021
1865,3.0,For beginner's ok,5 June 2021
1866,5.0,Good ..size is also good,29 November 2017
1867,3.0,Good,1 May 2019
1868,5.0,Really wonderful this guitar ...For beginners.. Fully satisfied.....thx Amazon....,15 August 2020
1869,3.0,Nice,22 March 2019
1870,5.0,"Delivered on time, packaging was perfect and I love the Guitar I suggest you to buy it.🎸",15 December 2020
1871,1.0,Its quality is very poor  never buy it is waste of money,23 December 2018
1872,3.0,Yes but it seem tht it is broken inside want 2 replace it soon 😐 damage inside,26 January 2017
1873,5.0,Nice products awasome,30 December 2018
1874,5.0,Nice products,16 May 2020
1875,5.0,Product is good but it is small,21 September 2018
1876,4.0,Decent buy,8 December 2019
1877,4.0,"Small size,",22 February 2022
1878,1.0,Fret board is not enough good,28 April 2021
1879,1.0,Worst 👎 Plz don't buy the body was broken from inside.,26 April 2019
1880,5.0,Its Great ...If you are Beginner then buy this it is Awesome..!,30 September 2017
1881,4.0,Strings quality is bad,26 November 2018
1882,4.0,Good guitar.... Under 2000...👌👌👌,30 October 2017
1883,5.0,"Good sound, smart N easy to cary where neccesarry",15 July 2019
1884,4.0,Good,4 January 2019
1885,5.0,Nice,19 June 2018
1886,5.0,Very nice loved it,23 July 2020
1887,3.0,Good for kids,5 December 2020
1888,3.0,good for beginner's,1 July 2021
1889,3.0,Enough for beginners,8 January 2019
1890,5.0,"Good for beginners but quality is comprised in case of wood material ,color ,but good sound quality ..",6 October 2019
1891,4.0,"It's pretty good for practice. But, the string design makes it difficult to change strings and don't look like they'll last. Also, it's fully acoustic so drawbacks over there.",28 December 2018
1892,1.0,Poor quality,26 May 2022
1893,3.0,Bad products,26 May 2022
1894,4.0,Nice product,5 March 2020
1895,5.0,Good product,25 November 2020
1896,5.0,Good product,19 August 2019
1897,5.0,Loved it.Good for beginners,25 September 2019
1898,5.0,Nice,18 November 2019
1899,4.0,Good,2 August 2021
1900,5.0,Nice,13 May 2019
1901,5.0,Good,30 January 2019
1902,5.0,Like,3 March 2020
1903,4.0,Like,24 July 2021
1904,4.0,Good one for beginners,23 August 2019
1905,5.0,Best one,2 September 2019
1906,4.0,Good for starting suitable upto age 7-9,8 August 2020
1907,1.0,"Don't buy this rubbish, only waste of money..😠😠😠😠😠Always buy Guitars from a trusted offline stores near you.",24 November 2019
1908,3.0,"I didn't receive any bag and picks and whatever extra was shown, disapapointed.The guitar is fine anyway.",29 August 2020
1909,5.0,Useful product,13 January 2020
1910,5.0,"Nice look, just learning to play. Quality and packaging is good.",24 November 2017
1911,1.0,Don't buy at all !!!100% waste of moneyWorst quality guitar,16 May 2021
1912,5.0,Budget guitar for beginners.,4 April 2022
1913,4.0,Its good at this price,28 January 2018
1914,1.0,"Bekar hai or prize jada h , paise ki barbadi",4 December 2021
1915,4.0,Good,30 October 2019
1916,5.0,Happy with the product. Loved the packing. Great product in grt price. Thank you Amazon,27 September 2017
1917,5.0,"Great built, classy look and easy to play",6 November 2020
1918,5.0,Superb product and amazon service,7 June 2016
1919,3.0,Not great Product But good for those who want to start learning,4 March 2020
1920,3.0,Need a guide for newers!!,17 October 2019
1921,5.0,very good product...  Good choice for money,18 August 2017
1922,4.0,Worth buying... totally loved it,22 November 2020
1923,4.0,Cost effective and affordable for beginners,28 June 2020
1924,5.0,Good for beginners.,19 September 2019
1925,3.0,Good for beginners.,4 June 2021
1926,5.0,Good for beginners.,3 November 2019
1927,4.0,Good for startup,9 November 2018
1928,5.0,Its good...,18 January 2021
1929,1.0,Poor sound.,22 October 2019
1930,5.0,Cheap and the best gift,27 May 2020
1931,4.0,Very good Guitar. This is first time I bought a guitar and liked the quality and built of the Guitar. Good one !!.,13 September 2017
1932,5.0,Got accessories only after returning it once. Overall nice for beginners.,17 August 2017
1933,4.0,Received it today. Excellent packaging. Good quality strings and wood used. Worth buying. 2 star for packaging and 2 star for the product. Value for money.....,26 January 2017
1934,5.0,"My dream is complete, this product excellent and thank you Amazon and juarez",23 February 2019
1935,1.0,I dont like it much,1 December 2021
1936,3.0,Sound quality is awesome.. But action is high.. And the size is a little small,8 November 2020
1937,4.0,Overall good if you are planning to learn guitar.,8 March 2020
1938,5.0,Simple Damaged Package,7 June 2020
1939,2.0,"Look wise it's perfect but some guitar chords like Fmajor,Bmajor can't be played easily on this guitar so if you wanna play all chords perfectly then don't buy it",18 March 2018
1940,1.0,The bag size is too small product doesn’t fit in it,5 October 2021
1941,5.0,It very smooth in playing and the body of guitar is also good i bought it for 1999rs in diwali sail and was very happy with the productDelivery of amazon was great 4 day befour the actule dateGreat work amazon keep it up,31 October 2016
1942,5.0,"Amazing for beginners, must go for it !",19 September 2020
1943,5.0,1 month And Still Good.Though Steel Strings hurt a bit at first but overall a great guitar for beginners.,27 January 2019
1944,1.0,"The media could not be loaded.
                



 I’ve ordered this and the product is damaged",17 December 2020
1945,5.0,Using this product since 2 years...worth buying,17 October 2019
1946,5.0,Great value for money,22 August 2019
1947,5.0,Best for beginners,14 October 2019
1948,1.0,It's just timepass,11 October 2021
1949,2.0,It's an ok product,5 August 2020
1950,5.0,Best for beginners,10 September 2020
1951,5.0,Most satisfactory guitar for beginners.,15 February 2018
1952,4.0,"Product is worth the price, but little disappointed about the finishing of colour. Else product is very excellent!",30 May 2020
1953,4.0,"It's a good product. Feels good, sounds good and fits well in the arms. But it's suitable only for beginners.",18 July 2017
1954,5.0,Very good guitar...thank's Amazon,21 February 2018
1955,5.0,"I loved this guitar, nothing wrong with this guitar, sounds great. Don't get influenced by it's cheap price, go for it if you are buying guitar first time.",11 August 2018
1956,4.0,Ok,3 November 2019
1957,5.0,A1,17 July 2019
1958,4.0,Same as all the positive comments mentioned by others :) good for beginners,10 November 2016
1959,5.0,I found damaged product,18 July 2020
1960,5.0,Loved this guitar..... Btw It's my first guitar and loved it😍😘🥰That too for low cost.... Mashallah😍,12 October 2019
1961,4.0,I liked this guitar.But it is very sensitive it will be broken very easily so that have to take care of it .No other issues except this one,15 July 2018
1962,5.0,No truss rod.But Good guitar for beginners.,4 October 2020
1963,5.0,"GreatI got it for 1,990",20 January 2018
1964,5.0,Very good product,15 July 2021
1965,1.0,Damaged..badly 😡,2 September 2020
1966,4.0,I like it,31 March 2019
1967,4.0,Very good,26 August 2020
1968,5.0,Excellent,9 November 2019
1969,4.0,I like it,26 February 2021
1970,5.0,Excellent,1 October 2019
1971,4.0,Very nice,24 August 2019
1972,5.0,It's good,29 March 2019
1973,3.0,Good,17 July 2018
1974,5.0,Very good guitor at Moderate price.,28 January 2018
1975,4.0,Good,18 November 2019
1976,1.0,Guitar which I received bhave lot of damage i return the product not at all satisfiedy,12 June 2020
1977,5.0,Its very food,5 April 2021
1978,4.0,Great for beginners 🔥🔥,1 September 2020
1979,5.0,Guitar was very good ....I have bought this product for my daughter and she loved it.its just perfect and quality us awesome.,17 February 2020
1980,5.0,Like its colour,26 November 2020
1981,5.0,Super,1 December 2018
1982,3.0,Cost effective.,3 November 2019
1983,5.0,Amusement product,5 March 2019
1984,4.0,Gd for beginners,4 October 2019
1985,3.0,For beginners ok,29 May 2019
1986,5.0,Good one,10 March 2019
1987,5.0,Nice one,18 May 2020
1988,1.0,Not good,23 October 2021
1989,5.0,Extremely light weightAppropriate for beginners,8 November 2017
1990,5.0,Guitar condition is very good.excellent choice under 3000₹ .very light and good quality.sound quality is excellent.,23 February 2018
1991,5.0,The product was nice and awesome for beginners go for it and buy this guitar,9 March 2021
1992,2.0,Not great,9 October 2021
1993,5.0,"If you’re a beginner, just close your eyes and go for it.Great",14 November 2018
1994,4.0,Very affordable and good product.every thing is good but the dots on the frets are in wrong position.,24 August 2020
1995,1.0,"Don't buy this guitar , even not good for beginners",14 September 2021
